,speciesCODE,spName,Contribution,colCode
0,swissfungi:1586,Cortinarius flexipes [FUNG],1.291837933059307,#621980
0,infoflora:433600,Utricularia australis [TRAC],0.7633587786259541,#311165
0,infofauna:17238,Leucorrhinia dubia [ODON],0.49911920140927774,#311165
0,swissfungi:2339,Entoloma cetratum [FUNG],0.2055196711685261,#311165
0,infofauna:17175,Coenagrion hastulatum [ODON],4.18379330593071,#c23b75
0,swissfungi:6283,Russula emetica [FUNG],1.6001174398120963,#621980
0,infoflora:258800,Menyanthes trifoliata [TRAC],3.3617146212566063,#912b81
0,infoflora:363200,Salix aurita [TRAC],1.0569583088667058,#621980
0,swissfungi:175,Amanita fulva [FUNG],0.7193188490898414,#311165
0,swissfungi:3684,Inocybe napipes [FUNG],0.35231943628890194,#311165
0,swissfungi:6284,Russula betularum [FUNG],0.36699941280093956,#311165
0,swissfungi:6287,Russula griseascens [FUNG],0.0733998825601879,#311165
0,swissfungi:13257,Cortinarius huronensis [FUNG],0.17615971814445097,#311165
0,swissfungi:1577,Cortinarius evernius [FUNG],0.2789195537287141,#311165
0,swissfungi:4028,Lactarius rufus [FUNG],0.9982384028185555,#311165
0,infoflora:155600,Eriophorum vaginatum [TRAC],3.038755137991779,#912b81
0,nism:2267,Sphagnum russowii [BRYO],0.4110393423370522,#311165
0,infofauna:31156,Boloria aquilonaris [LEPI],3.0534351145038165,#912b81
0,infoflora:31000,Andromeda polifolia [TRAC],1.2477980035231944,#621980
0,infoflora:434700,Vaccinium microcarpum [TRAC],0.26423957721667646,#311165
0,infoflora:434900,Vaccinium oxycoccos [TRAC],0.45507927187316505,#311165
0,infoflora:92100,Carex pauciflora [TRAC],1.1303581914268936,#621980
0,nism:2234,Sphagnum magellanicum aggr. [BRYO],1.9671168526130358,#621980
0,nism:2257,Sphagnum angustifolium [BRYO],0.3376394597768644,#311165
0,swissfungi:3994,Lactarius helvus [FUNG],0.26423957721667646,#311165
0,swissfungi:6278,Russula decolorans [FUNG],0.7339988256018791,#311165
0,swissfungi:6349,Russula nitida [FUNG],0.0733998825601879,#311165
0,nism:1989,Polytrichum strictum [BRYO],0.32295948326482676,#311165
0,infoflora:142300,Drosera rotundifolia [TRAC],3.6259541984732824,#912b81
0,infoflora:323800,Potentilla palustris [TRAC],2.040516735173224,#912b81
0,infoflora:423800,Trichophorum alpinum [TRAC],0.5137991779213152,#311165
0,infoflora:435000,Vaccinium uliginosum [TRAC],1.3065179095713448,#621980
0,infoflora:86000,Carex diandra [TRAC],0.8661186142102173,#311165
0,infoflora:89600,Carex limosa [TRAC],0.5137991779213152,#311165
0,nism:2261,Sphagnum fallax [BRYO],0.11743981209630064,#311165
0,infofauna:17229,Somatochlora arctica [ODON],2.906635349383441,#912b81
0,nism:1970,Polytrichum commune [BRYO],0.45507927187316505,#311165
0,nism:2216,Sphagnum cuspidatum [BRYO],0.0733998825601879,#311165
0,swissfungi:13526,Leccinum holopus [FUNG],0.23487962419260128,#311165
0,swissfungi:13545,Russula claroflava [FUNG],0.5578391074574282,#311165
0,swissfungi:1617,Cortinarius hemitrichus [FUNG],0.13211978860833823,#311165
0,swissfungi:1664,Cortinarius limonius [FUNG],0.35231943628890194,#311165
