,speciesCODE,spName,Contribution,colCode
0,swissfungi:1250,Coprinus comatus [FUNG],0.311332503113325,#311165
0,swissfungi:109,Agrocybe pediades [FUNG],0.07358768255405865,#311165
0,nism:377,Porella platyphylla [BRYO],0.37359900373599003,#311165
0,nism:149,Fossombronia pusilla [BRYO],0.016981772897090457,#311165
0,nism:2443,Ulota crispa [BRYO],0.4585078682214423,#311165
0,nism:1676,Leucodon sciuroides [BRYO],0.6113438242952564,#311165
0,nism:1758,Orthotrichum lyellii [BRYO],0.5547379146382883,#311165
0,infofauna:21342,Anthaxia suzannae [COLE],0.07358768255405865,#311165
0,swissfungi:5502,Phellinus igniarius [FUNG],0.022642363862787278,#311165
0,vogelwarte:4070,Phoenicurus phoenicurus [AVES],62.866523265028874,#fcfdbf
0,swissfungi:4063,Laetiporus sulphureus [FUNG],0.10189063738254274,#311165
0,swissfungi:1311,Parasola plicatilis [FUNG],0.16415713800520773,#311165
0,swissfungi:5516,Phellinus tuberculosus [FUNG],0.05660590965696819,#311165
0,swissfungi:2671,Galerina laevis [FUNG],0.062266500622665005,#311165
0,nism:2485,Zygodon rupestris [BRYO],0.28302954828484095,#311165
0,swissfungi:54,Agaricus lanipes [FUNG],0.0,#311165
0,vogelwarte:3370,Jynx torquilla [AVES],18.515793048794293,#fcfdbf
0,nism:1129,Cryphaea heteromalla [BRYO],0.03396354579418091,#311165
0,vogelwarte:3360,Upupa epops [AVES],2.3887693875240577,#912b81
0,infofauna:21326,Anthaxia candens [COLE],0.5490773236725914,#311165
0,nism:2398,Syntrichia pagorum [BRYO],0.07358768255405865,#311165
0,vogelwarte:3130,Athene noctua [AVES],2.400090569455451,#912b81
0,nism:2421,Syntrichia virescens [BRYO],0.09623004641684592,#311165
0,nism:2487,Zygodon viridissimus [BRYO],0.03962413675987773,#311165
0,vogelwarte:5140,Lanius senator [AVES],0.0056605909656968195,#311165
0,swissfungi:3785,Inonotus hispidus [FUNG],0.011321181931393639,#311165
0,swisslichens:45,Anaptychia ciliaris [LICH],0.03962413675987773,#311165
0,vogelwarte:3080,Otus scops [AVES],1.2679723763160873,#621980
0,nism:2714,Porella platyphylla [BRYO],0.23208422959356956,#311165
0,nism:2382,Syntrichia laevipila [BRYO],0.022642363862787278,#311165
0,nism:150,Fossombronia wondraczekii [BRYO],0.011321181931393639,#311165
0,swissfungi:4505,Chlorophyllum rhacodes [FUNG],0.16415713800520773,#311165
0,swissfungi:2862,Gymnopilus spectabilis [FUNG],0.0,#311165
0,swissfungi:22261,Echinoderma asperum [FUNG],0.28869013925053777,#311165
0,swissfungi:5180,Oxyporus populinus [FUNG],0.011321181931393639,#311165
0,infofauna:21379,Agrilus sinuatus [COLE],0.0,#311165
0,nism:3805,Orthotrichum pumilum [BRYO],0.14151477414242047,#311165
0,swissfungi:4323,Leucoagaricus leucothites [FUNG],0.13019359221102683,#311165
0,swissfungi:4277,Lepista personata [FUNG],0.022642363862787278,#311165
0,swissfungi:35,Agaricus campestris [FUNG],0.07924827351975545,#311165
0,swissfungi:7277,Volvariella bombycina [FUNG],0.022642363862787278,#311165
0,swissfungi:7678,Gymnosporangium sabinae [FUNG],0.011321181931393639,#311165
0,nism:2466,Weissia longifolia [BRYO],0.03396354579418091,#311165
0,swissfungi:7261,Venturia inaequalis [FUNG],0.0056605909656968195,#311165
0,swissfungi:1957,Craterocolla cerasi [FUNG],0.011321181931393639,#311165
0,swissfungi:1206,Conocybe apala [FUNG],0.03962413675987773,#311165
0,swissfungi:5603,Pholiotina pygmaeoaffinis [FUNG],0.0056605909656968195,#311165
0,nism:1781,Orthotrichum stellatum [BRYO],0.05094531869127137,#311165
0,swisslichens:6039,Strigula mediterranea [LICH],0.011321181931393639,#311165
0,swissfungi:2471,Entoloma saepium [FUNG],0.03962413675987773,#311165
0,swisslichens:271,Caloplaca obscurella [LICH],0.016981772897090457,#311165
0,swissfungi:8044,Taphrina pruni [FUNG],0.022642363862787278,#311165
0,swissfungi:1193,Conocybe aurea [FUNG],0.03396354579418091,#311165
0,infofauna:30916,Odonestis pruni [LEPI],0.05660590965696819,#311165
0,swissfungi:39,Agaricus cupreobrunneus [FUNG],0.0,#311165
0,swissfungi:2318,Entoloma aprile [FUNG],0.016981772897090457,#311165
0,nism:2441,Ulota coarctata [BRYO],0.2434054115249632,#311165
0,nism:2453,Ulota macrospora [BRYO],0.20378127476508548,#311165
0,nism:1773,Orthotrichum rogeri [BRYO],0.07924827351975545,#311165
0,nism:1777,Orthotrichum scanicum [BRYO],0.16415713800520773,#311165
0,swissfungi:418,Aurantiporus fissilis [FUNG],0.10189063738254274,#311165
0,swissfungi:4200,Lenzites warnieri [FUNG],0.0,#311165
0,nism:1767,Orthotrichum pulchellum [BRYO],0.0056605909656968195,#311165
0,infofauna:30956,Saturnia pyri [LEPI],0.40190195856447414,#311165
0,swisslichens:3774,Phaeophyscia insignis [LICH],0.0,#311165
0,nism:147,Fossombronia foveolata [BRYO],0.0056605909656968195,#311165
0,nism:1743,Orthotrichum alpestre [BRYO],0.24906600249066002,#311165
0,swissfungi:7149,Tympanis alnea [FUNG],0.0056605909656968195,#311165
0,swissfungi:252,Antrodia malicola [FUNG],0.011321181931393639,#311165
0,swissfungi:6454,Sarcodontia crocea [FUNG],0.022642363862787278,#311165
0,nism:2479,Zygodon conoideus [BRYO],0.016981772897090457,#311165
0,nism:2669,Weissia rostellata [BRYO],0.0,#311165
0,nism:2483,Zygodon dentatus [BRYO],0.13585418317672365,#311165
0,swisslichens:3567,Maronea constans [LICH],0.0056605909656968195,#311165
0,swissfungi:11865,Monilinia fructigena [FUNG],0.0,#311165
0,nism:2492,Frullania parvistipula [BRYO],0.016981772897090457,#311165
0,nism:1759,Orthotrichum microcarpum [BRYO],0.03962413675987773,#311165
0,swisslichens:1297,Rinodina roboris [LICH],0.0,#311165
