,speciesCODE,spName,Contribution,colCode
0,infofauna:17244,Orthetrum albistylum [ODON],1.9667525169749474,#621980
0,infoflora:318200,Potamogeton berchtoldii [TRAC],0.6165613049246859,#311165
0,infofauna:70113,Bufo bufo [AMPH],1.857488488254117,#621980
0,infoflora:193600,Gypsophila muralis [TRAC],0.9521579645672363,#311165
0,infoflora:62400,Blackstonia perfoliata [TRAC],0.17170061656130492,#311165
0,infoflora:210600,Hypericum humifusum [TRAC],0.07804573480059315,#311165
0,infofauna:17245,Orthetrum brunneum [ODON],1.2643409037696092,#621980
0,infofauna:70110,Alytes obstetricans [AMPH],14.00140482322641,#fec68a
0,infofauna:70107,Lissotriton helveticus [AMPH],12.822914227737453,#fec68a
0,infoflora:216300,Isolepis setacea [TRAC],0.12487317568094904,#311165
0,infoflora:341500,Ranunculus sceleratus [TRAC],0.6477795988449231,#311165
0,infoflora:101300,Centaurium pulchellum [TRAC],0.56973386404433,#311165
0,infofauna:70106,Triturus cristatus [AMPH],0.8194802154062282,#311165
0,infofauna:70122,Rana dalmatina [AMPH],1.5999375634121595,#621980
0,infoflora:62300,Blackstonia acuminata [TRAC],0.28876921876219463,#311165
0,infoflora:251900,Lythrum hyssopifolia [TRAC],0.30437836572231325,#311165
0,infoflora:267800,Myriophyllum spicatum [TRAC],2.6535549832201673,#912b81
0,infoflora:21800,Alisma lanceolatum [TRAC],0.2107234839616015,#311165
0,infoflora:21900,Alisma plantago-aquatica [TRAC],1.7013970186529306,#621980
0,infoflora:319200,Potamogeton natans [TRAC],0.9287442441270585,#311165
0,infoflora:433600,Utricularia australis [TRAC],0.694607039725279,#311165
0,infoflora:129800,Cyperus fuscus [TRAC],0.7648482010458129,#311165
0,infoflora:320200,Potamogeton pusillus [TRAC],1.8652930617341763,#621980
0,infoflora:267900,Myriophyllum verticillatum [TRAC],0.2653554983220167,#311165
0,infoflora:346900,Rorippa palustris [TRAC],0.5775384375243893,#311165
0,infofauna:17708,Tetrix ceperoi [ORTH],0.5619292905642707,#311165
0,infofauna:17236,Leucorrhinia albifrons [ODON],0.1638960430812456,#311165
0,vogelwarte:50,Tachybaptus ruficollis [AVES],16.022789354561773,#fcfdbf
0,infoflora:434200,Utricularia vulgaris [TRAC],0.19511433700148287,#311165
0,infoflora:338000,Ranunculus circinatus [TRAC],0.09365488176071178,#311165
0,infoflora:25500,Alopecurus aequalis [TRAC],0.12487317568094904,#311165
0,infoflora:145200,Eleocharis austriaca [TRAC],0.13267774916100836,#311165
0,nism:10,Phaeoceros laevis [BRYO],0.34340123312260984,#311165
0,nism:417,Riccia fluitans [BRYO],0.04682744088035589,#311165
0,infoflora:209300,Hydrocharis morsus-ranae [TRAC],0.24194177788183874,#311165
0,infoflora:272700,Nymphoides peltata [TRAC],0.06243658784047452,#311165
0,infoflora:314000,Polygonum amphibium [TRAC],0.9209396706469992,#311165
0,infoflora:336900,Ranunculus aquatilis [TRAC],0.04682744088035589,#311165
0,infoflora:206600,Hippuris vulgaris [TRAC],1.5921329899321002,#621980
0,infoflora:341200,Ranunculus sardous [TRAC],0.07024116132053383,#311165
0,infoflora:70400,Butomus umbellatus [TRAC],0.7648482010458129,#311165
0,infoflora:443300,Veronica scutellata [TRAC],0.273160071802076,#311165
0,infoflora:245300,Ludwigia palustris [TRAC],0.06243658784047452,#311165
0,infoflora:113300,Cicuta virosa [TRAC],0.5229064231639741,#311165
0,nism:1944,Pohlia melanodon [BRYO],0.023413720440177945,#311165
0,infofauna:17164,Lestes sponsa [ODON],1.2955591976898462,#621980
0,infoflora:252000,Lythrum portula [TRAC],0.07024116132053383,#311165
0,infoflora:362700,Sagittaria sagittifolia [TRAC],0.06243658784047452,#311165
0,infoflora:368500,Samolus valerandi [TRAC],0.23413720440177946,#311165
0,nism:410,Riccia  [BRYO],0.0546320143604152,#311165
0,infofauna:8043,Anisus spirorbis [MOLL],0.039022867400296576,#311165
0,infoflora:341895,Ranunculus trichophyllus [TRAC],0.2107234839616015,#311165
0,nism:507,Hygroamblystegium humile [BRYO],0.023413720440177945,#311165
0,infoflora:362100,Sagina nodosa [TRAC],0.4370561148833216,#311165
0,infofauna:70108,Lissotriton vulgaris [AMPH],1.5687192694919223,#621980
0,infoflora:433900,Utricularia minor [TRAC],0.49949270272379614,#311165
0,infofauna:26426,Holocentropus picicornis [TRIC],0.0,#311165
0,infoflora:440600,Veronica anagalloides [TRAC],0.07024116132053383,#311165
0,infoflora:318700,Potamogeton filiformis [TRAC],0.11706860220088973,#311165
0,infoflora:324800,Potentilla supina [TRAC],0.0,#311165
0,infofauna:26560,Limnephilus incisus [TRIC],0.007804573480059315,#311165
0,infoflora:433800,Utricularia intermedia [TRAC],0.8975259502068212,#311165
0,infofauna:70120,Hyla arborea [AMPH],7.781159759619137,#ec5860
0,infofauna:18082,Elaphrus riparius [COLEca],0.19511433700148287,#311165
0,infofauna:26547,Limnephilus bipunctatus [TRIC],0.01560914696011863,#311165
0,infofauna:26572,Limnephilus vittatus [TRIC],0.0,#311165
0,infoflora:251700,Lysimachia thyrsiflora [TRAC],0.09365488176071178,#311165
0,infoflora:441300,Veronica catenata [TRAC],0.39022867400296574,#311165
0,nism:2014,Pseudephemerum nitidum [BRYO],0.023413720440177945,#311165
0,infoflora:318800,Potamogeton friesii [TRAC],0.17170061656130492,#311165
0,infoflora:60800,Bidens cernua [TRAC],0.18730976352142356,#311165
0,infofauna:18613,Agonum hypocrita [COLEca],0.28876921876219463,#311165
0,infoflora:57800,Baldellia ranunculoides [TRAC],0.03121829392023726,#311165
0,infoflora:129700,Cyperus flavescens [TRAC],0.30437836572231325,#311165
0,infoflora:218300,Juncus bulbosus [TRAC],0.31998751268243186,#311165
0,infoflora:238700,Limosella aquatica [TRAC],0.03121829392023726,#311165
0,infoflora:208600,Hottonia palustris [TRAC],0.28876921876219463,#311165
0,infoflora:360200,Rumex maritimus [TRAC],0.039022867400296576,#311165
0,infoflora:342000,Ranunculus trichophyllus [TRAC],0.11706860220088973,#311165
0,infoflora:145600,Eleocharis ovata [TRAC],0.06243658784047452,#311165
0,infofauna:18093,Dyschirius intermedius [COLEca],0.023413720440177945,#311165
0,infofauna:26546,Limnephilus binotatus [TRIC],0.007804573480059315,#311165
0,infofauna:18221,Bembidion azurescens [COLEca],0.06243658784047452,#311165
0,nism:399,Riccardia incurvata [BRYO],0.007804573480059315,#311165
0,swissfungi:25204,Arrhenia obatra [FUNG],0.2185280574416608,#311165
0,infofauna:26668,Hydroptila dampfi [TRIC],0.007804573480059315,#311165
0,infofauna:26633,Oecetis furva [TRIC],0.007804573480059315,#311165
0,infofauna:18314,Dicheirotrichus placidus [COLEca],0.007804573480059315,#311165
0,infoflora:84000,Carex bohemica [TRAC],0.007804573480059315,#311165
0,infoflora:253900,Marsilea quadrifolia [TRAC],0.03121829392023726,#311165
0,infofauna:17092,Arthroplea congener [EPHE],0.023413720440177945,#311165
0,infofauna:26561,Limnephilus italicus [TRIC],0.01560914696011863,#311165
0,nism:1827,Physcomitrium patens [BRYO],0.023413720440177945,#311165
0,nism:427,Riccia warnstorfii [BRYO],0.007804573480059315,#311165
0,infoflora:219500,Juncus sphaerocarpus [TRAC],0.0546320143604152,#311165
0,infoflora:339990,Ranunculus peltatus [TRAC],0.0,#311165
0,nism:2471,Weissia squarrosa [BRYO],0.03121829392023726,#311165
0,infoflora:433700,Utricularia bremii [TRAC],0.1092640287208304,#311165
0,nism:69,Blasia pusilla [BRYO],0.01560914696011863,#311165
0,infofauna:17165,Lestes virens [ODON],0.7024116132053383,#311165
0,infofauna:26425,Holocentropus dubius [TRIC],0.007804573480059315,#311165
0,nism:2692,Bryum gemmiferum [BRYO],0.04682744088035589,#311165
0,nism:1819,Philonotis marchica [BRYO],0.07804573480059315,#311165
0,infofauna:26641,Triaenodes bicolor [TRIC],0.0,#311165
0,nism:1316,Ephemerum cohaerens [BRYO],0.01560914696011863,#311165
0,infofauna:26463,Agrypnia obsoleta [TRIC],0.007804573480059315,#311165
0,infofauna:26557,Limnephilus helveticus [TRIC],0.0,#311165
0,nism:1825,Physcomitrium eurystomum [BRYO],0.0,#311165
0,nism:429,Ricciocarpos natans [BRYO],0.023413720440177945,#311165
0,infofauna:26369,Oligostomis reticulata [TRIC],0.023413720440177945,#311165
0,infofauna:70105,Triturus carnifex [AMPH],0.14048232264106766,#311165
0,infofauna:70119,Hyla intermedia [AMPH],0.38242410052290643,#311165
0,infoflora:320000,Potamogeton polygonifolius [TRAC],0.07024116132053383,#311165
0,infoflora:240400,Lindernia procumbens [TRAC],0.07024116132053383,#311165
0,nism:420,Riccia huebeneriana [BRYO],0.007804573480059315,#311165
0,infofauna:70124,Rana latastei [AMPH],0.06243658784047452,#311165
0,infofauna:26672,Tricholeiochiton fagesii [TRIC],0.0,#311165
0,nism:409,Riccia canaliculata [BRYO],0.007804573480059315,#311165
