,speciesCODE,spName,Contribution,colCode
0,vogelwarte:5640,Emberiza cirlus [AVES],55.58808334768383,#fcfdbf
0,nism:1440,Grimmia crinita [BRYO],0.8265885999655588,#311165
0,infoflora:431400,Tulipa sylvestris [TRAC],0.24108834165662132,#311165
0,infoflora:97500,Catapodium rigidum [TRAC],0.017220595832615808,#311165
0,nism:1991,Protobryum bryoides [BRYO],0.723265024969864,#311165
0,vogelwarte:3560,Lullula arborea [AVES],25.193731703116928,#fcfdbf
0,swissfungi:7132,Tulostoma brumale [FUNG],0.08610297916307905,#311165
0,vogelwarte:3360,Upupa epops [AVES],9.81573962459101,#fc8e64
0,infoflora:176100,Gagea villosa [TRAC],0.4305148958153952,#311165
0,nism:1462,Grimmia orbicularis [BRYO],0.08610297916307905,#311165
0,swissfungi:7133,Tulostoma fimbriatum [FUNG],0.051661787497847424,#311165
0,nism:1890,Pleurochaete squarrosa [BRYO],0.10332357499569485,#311165
0,nism:659,Pseudocrossidium hornschuchianum [BRYO],0.08610297916307905,#311165
0,nism:2000,Tortula lanceola [BRYO],0.18942655415877388,#311165
0,swissfungi:2715,Gastrosporium simplex [FUNG],0.08610297916307905,#311165
0,nism:1805,Microbryum curvicollum [BRYO],0.017220595832615808,#311165
0,nism:865,Bryum torquescens [BRYO],0.017220595832615808,#311165
0,nism:1416,Funaria fascicularis [BRYO],0.034441191665231616,#311165
0,nism:1787,Orthotrichum tenellum [BRYO],0.017220595832615808,#311165
0,nism:670,Pseudocrossidium revolutum [BRYO],0.5855002583089375,#311165
0,infofauna:18295,Harpalus honestus [COLEca],0.13776476666092646,#311165
0,nism:1319,Ephemerum recurvifolium [BRYO],0.06888238333046323,#311165
0,nism:696,Didymodon vinealis [BRYO],0.15498536249354228,#311165
0,nism:1125,Crossidium squamiferum [BRYO],0.2066471499913897,#311165
0,nism:3015,Aloina aloides [BRYO],0.13776476666092646,#311165
0,nism:497,Aloina rigida [BRYO],0.24108834165662132,#311165
0,infoflora:299800,Phleum paniculatum [TRAC],0.017220595832615808,#311165
0,nism:977,Bryum radiculosum [BRYO],0.051661787497847424,#311165
0,infoflora:110100,Chenopodium vulvaria [TRAC],0.017220595832615808,#311165
0,infofauna:21366,Agrilus derasofasciatus [COLE],0.0,#311165
0,infoflora:109500,Chenopodium opulifolium [TRAC],0.017220595832615808,#311165
0,swissfungi:11249,Erysiphe necator [FUNG],0.0,#311165
0,swissfungi:15253,Plasmopara viticola [FUNG],0.0,#311165
0,nism:2466,Weissia longifolia [BRYO],0.12054417082831066,#311165
0,nism:3982,Rhynchostegiella tenella [BRYO],0.06888238333046323,#311165
0,nism:2370,Tortula canescens [BRYO],0.06888238333046323,#311165
0,nism:493,Aloina aloides [BRYO],0.017220595832615808,#311165
0,vogelwarte:5690,Emberiza cia [AVES],0.08610297916307905,#311165
0,infofauna:59645,Osmia viridana [APID],0.034441191665231616,#311165
0,nism:2459,Weissia condensa [BRYO],0.10332357499569485,#311165
0,infofauna:18301,Harpalus pumilus [COLEca],0.10332357499569485,#311165
0,nism:1001,Bryum violaceum [BRYO],0.017220595832615808,#311165
0,nism:2377,Tortula inermis [BRYO],0.017220595832615808,#311165
0,nism:638,Didymodon cordatus [BRYO],0.051661787497847424,#311165
0,infofauna:18422,Calathus cinctus [COLEca],0.051661787497847424,#311165
0,nism:2061,Pterygoneurum ovatum [BRYO],0.2066471499913897,#311165
0,nism:2371,Syntrichia caninervis [BRYO],0.034441191665231616,#311165
0,swissfungi:7138,Tulostoma melanocyclum [FUNG],0.13776476666092646,#311165
0,nism:2066,Pterygoneurum subsessile [BRYO],0.017220595832615808,#311165
0,nism:1427,Funaria pulchella [BRYO],0.017220595832615808,#311165
0,swissfungi:7141,Tulostoma squamosum [FUNG],0.0,#311165
0,infofauna:18419,Calathus ambiguus [COLEca],0.08610297916307905,#311165
0,nism:2004,Microbryum starckeanum [BRYO],0.017220595832615808,#311165
0,nism:2367,Tortula atrovirens [BRYO],0.034441191665231616,#311165
0,nism:38,Asterella saccata [BRYO],0.017220595832615808,#311165
0,infofauna:18274,Harpalus froelichii [COLEca],0.017220595832615808,#311165
0,nism:419,Riccia gougetiana [BRYO],0.0,#311165
0,nism:478,Targionia hypophylla [BRYO],0.034441191665231616,#311165
0,nism:1067,Ceratodon conicus [BRYO],0.017220595832615808,#311165
0,infofauna:59437,Systropha curvicornis [APID],0.15498536249354228,#311165
0,infofauna:59343,Lasioglossum elegans [APID],0.06888238333046323,#311165
0,nism:2402,Tortula revolvens [BRYO],0.0,#311165
0,infoflora:67800,Bufonia paniculata [TRAC],0.034441191665231616,#311165
0,nism:2372,Syntrichia  [BRYO],0.0,#311165
0,swisslichens:3453,Lecanora vinetorum [LICH],0.0,#311165
0,nism:412,Riccia ciliata [BRYO],0.0,#311165
