,speciesCODE,spName,Contribution,colCode
0,infoflora:316400,Polypodium vulgare [TRAC],1.291248206599713,#621980
0,infofauna:70111,Bombina variegata [AMPH],17.582265006710788,#fcfdbf
0,swisslichens:1051,Peltigera rufescens [LICH],0.33785347341139443,#311165
0,infoflora:176600,Galeopsis ladanum [TRAC],0.18512519091035312,#311165
0,infoflora:316100,Polypodium interjectum [TRAC],0.21752209931966493,#311165
0,infoflora:147900,Epilobium collinum [TRAC],0.25917526727449436,#311165
0,infoflora:300500,Phyllitis scolopendrium [TRAC],0.860832137733142,#311165
0,infoflora:383300,Sedum alpestre [TRAC],0.5276067940945064,#311165
0,infofauna:8066,Lauria cylindracea [MOLL],0.013884389318276485,#311165
0,nism:1660,Leptodon smithii [BRYO],0.013884389318276485,#311165
0,swisslichens:1202,Lecidea lurida [LICH],0.09256259545517656,#311165
0,infoflora:261500,Minuartia rubra [TRAC],0.2638033970472532,#311165
0,infoflora:176400,Galeopsis angustifolia [TRAC],0.5738880918220948,#311165
0,infoflora:55400,Athamanta cretensis [TRAC],0.6433100384134771,#311165
0,infoflora:71950,Calamintha nepeta [TRAC],0.02314064886379414,#311165
0,vogelwarte:1420,Falco peregrinus [AVES],11.010320729393253,#fec68a
0,infoflora:200000,Hieracium amplexicaule [TRAC],0.34248160318415327,#311165
0,infoflora:75200,Campanula cochleariifolia [TRAC],2.189105382514926,#912b81
0,infoflora:2700,Achnatherum calamagrostis [TRAC],0.5553755727310594,#311165
0,nism:905,Bryum intermedium [BRYO],0.0,#311165
0,nism:2186,Seligeria calcarea [BRYO],0.009256259545517656,#311165
0,nism:670,Pseudocrossidium revolutum [BRYO],0.20826583977414728,#311165
0,infoflora:50500,Asplenium fontanum [TRAC],0.2776877863655297,#311165
0,infoflora:7000,Aethionema saxatile [TRAC],0.02314064886379414,#311165
0,infoflora:262900,Moehringia muscosa [TRAC],0.9904197713703893,#311165
0,infoflora:155100,Erinus alpinus [TRAC],0.7636414125052066,#311165
0,nism:696,Didymodon vinealis [BRYO],0.037025038182070626,#311165
0,nism:1125,Crossidium squamiferum [BRYO],0.018512519091035313,#311165
0,infoflora:435700,Valeriana montana [TRAC],1.2125700004628128,#621980
0,nism:3015,Aloina aloides [BRYO],0.04165316795482945,#311165
0,infoflora:221000,Kernera saxatilis [TRAC],1.0968667561438423,#621980
0,infoflora:390400,Senecio viscosus [TRAC],0.5322349238672652,#311165
0,nism:497,Aloina rigida [BRYO],0.0833063359096589,#311165
0,infoflora:374600,Saxifraga paniculata [TRAC],2.5686120238811494,#912b81
0,infoflora:3100,Aconitum anthora [TRAC],0.032396908409311795,#311165
0,swisslichens:3099,Caloplaca sinapisperma [LICH],0.06479381681862359,#311165
0,infoflora:388200,Senecio doronicum [TRAC],1.1524043134169482,#621980
0,infoflora:41800,Arabis serpillifolia [TRAC],0.05553755727310594,#311165
0,swisslichens:1422,Mycobilimbia lobulata [LICH],0.004628129772758828,#311165
0,swisslichens:1327,Solorina bispora [LICH],0.05553755727310594,#311165
0,infoflora:382000,Scrophularia juratensis [TRAC],0.04165316795482945,#311165
0,infoflora:158200,Erysimum ochroleucum [TRAC],0.037025038182070626,#311165
0,infoflora:140000,Doronicum grandiflorum [TRAC],0.509094275003471,#311165
0,infoflora:84100,Carex brachystachys [TRAC],0.1943814504558708,#311165
0,infoflora:200700,Hieracium bupleuroides [TRAC],0.1434720229555237,#311165
0,nism:129,Cololejeunea  [BRYO],0.06942194659138243,#311165
0,nism:2571,Seligeria patula [BRYO],0.0,#311165
0,vogelwarte:3630,Ptyonoprogne rupestris [AVES],4.493914009348822,#c23b75
0,infoflora:201800,Hieracium humile [TRAC],0.1666126718193178,#311165
0,infoflora:441800,Veronica fruticulosa [TRAC],0.296200305456565,#311165
0,nism:2501,Tortula brevissima [BRYO],0.013884389318276485,#311165
0,nism:684,Didymodon sinuosus [BRYO],0.013884389318276485,#311165
0,nism:1788,Orthotrichum urnigerum [BRYO],0.013884389318276485,#311165
0,nism:2053,Pseudoleskeella tectorum [BRYO],0.02314064886379414,#311165
0,infoflora:47000,Artemisia genipi [TRAC],0.26843152682001203,#311165
0,infoflora:239000,Linaria alpina [TRAC],0.10644698477345306,#311165
0,vogelwarte:3090,Bubo bubo [AVES],4.419863932984681,#c23b75
0,infoflora:130800,Cystopteris montana [TRAC],0.06942194659138243,#311165
0,infoflora:55600,Athyrium distentifolium [TRAC],0.3933910306845004,#311165
0,nism:456,Scapania praetervisa [BRYO],0.004628129772758828,#311165
0,infoflora:310300,Poa minor [TRAC],0.09256259545517656,#311165
0,infoflora:130500,Cystopteris alpina [TRAC],0.2869440459110474,#311165
0,nism:2370,Tortula canescens [BRYO],0.018512519091035313,#311165
0,infoflora:143900,Dryopteris villarii [TRAC],0.23603461841070023,#311165
0,swisslichens:614,Lecania cyrtellina [LICH],0.0,#311165
0,infoflora:32200,Androsace lactea [TRAC],0.2869440459110474,#311165
0,infoflora:327700,Pritzelago alpina [TRAC],0.2869440459110474,#311165
0,infoflora:296000,Petasites paradoxus [TRAC],0.5414911834127829,#311165
0,nism:2358,Tortella humilis [BRYO],0.0,#311165
0,infoflora:43900,Arenaria grandiflora [TRAC],0.08793446568241772,#311165
0,infoflora:291600,Papaver occidentale [TRAC],0.05553755727310594,#311165
0,infoflora:374500,Saxifraga oppositifolia [TRAC],0.8330633590965891,#311165
0,infoflora:205500,Hieracium tomentosum [TRAC],0.1943814504558708,#311165
0,vogelwarte:3960,Tichodroma muraria [AVES],1.5550516036469664,#621980
0,infoflora:366300,Salix serpillifolia [TRAC],0.43504419863932986,#311165
0,infoflora:172300,Filago arvensis [TRAC],0.2452908779562179,#311165
0,infoflora:233400,Leontodon hispidus [TRAC],0.0971907252279354,#311165
0,nism:1470,Schistidium teretinerve [BRYO],0.0,#311165
0,infoflora:136100,Dianthus gratianopolitanus [TRAC],0.060165687045864766,#311165
0,infoflora:133300,Daphne alpina [TRAC],0.1666126718193178,#311165
0,infoflora:325700,Primula auricula [TRAC],1.1755449622807423,#621980
0,vogelwarte:1200,Aquila chrysaetos [AVES],3.6839912991160273,#912b81
0,nism:1150,Cyrtomnium hymenophylloides [BRYO],0.032396908409311795,#311165
0,vogelwarte:3260,Tachymarptis melba [AVES],2.2492710695607903,#912b81
0,infoflora:101500,Centranthus angustifolius [TRAC],0.032396908409311795,#311165
0,nism:2502,Seligeria austriaca [BRYO],0.02314064886379414,#311165
0,infoflora:176900,Galeopsis segetum [TRAC],0.0,#311165
0,infofauna:18638,Nebria cordicollis [COLE],0.004628129772758828,#311165
0,infoflora:80800,Cardaminopsis arenosa [TRAC],0.30082843522932384,#311165
0,swissfungi:25525,Lichenostigma cosmopolites [FUNG],0.004628129772758828,#311165
0,nism:2642,Hedwigia stellata [BRYO],0.009256259545517656,#311165
0,infoflora:321600,Potentilla caulescens [TRAC],0.2869440459110474,#311165
0,infoflora:288100,Oxyria digyna [TRAC],0.42115980932105335,#311165
0,infoflora:310000,Poa glauca [TRAC],0.0833063359096589,#311165
0,infoflora:302000,Phyteuma scheuchzeri [TRAC],0.42578793909381224,#311165
0,infoflora:32100,Androsace helvetica [TRAC],0.45355671773036516,#311165
0,infoflora:309600,Poa cenisia [TRAC],0.10181885500069422,#311165
0,infoflora:343600,Rhamnus pumila [TRAC],0.3887629009117416,#311165
0,infoflora:140700,Draba dubia [TRAC],0.17124080159207664,#311165
0,infoflora:184400,Gentiana orbicularis [TRAC],0.08793446568241772,#311165
0,infoflora:396600,Silene pusilla [TRAC],0.12495950386448836,#311165
0,infoflora:44200,Arenaria multicaulis [TRAC],0.18975332068311196,#311165
0,infoflora:419100,Thlaspi rotundifolium [TRAC],0.1943814504558708,#311165
0,infoflora:165700,Festuca alpina [TRAC],0.12958763363724718,#311165
0,nism:2377,Tortula inermis [BRYO],0.0,#311165
0,infofauna:18070,Oreonebria angusticollis [COLEca],0.0,#311165
0,infoflora:262500,Moehringia ciliata [TRAC],0.17586893136483545,#311165
0,infoflora:1000,Achillea atrata [TRAC],0.509094275003471,#311165
0,infoflora:238900,Linaria alpina [TRAC],0.6294256490952006,#311165
0,infoflora:141600,Draba tomentosa [TRAC],0.07405007636414125,#311165
0,vogelwarte:4180,Monticola saxatilis [AVES],0.967279122506595,#311165
0,infoflora:39800,Arabis bellidifolia [TRAC],0.06479381681862359,#311165
0,infoflora:178800,Galium megalospermum [TRAC],0.12958763363724718,#311165
0,infoflora:104200,Cerastium latifolium [TRAC],0.21752209931966493,#311165
0,infoflora:32600,Androsace pubescens [TRAC],0.0833063359096589,#311165
0,infofauna:31221,Erebia gorge [LEPI],1.078354237052807,#621980
0,nism:2450,Ulota hutchinsiae [BRYO],0.004628129772758828,#311165
0,infoflora:429300,Trisetum distichophyllum [TRAC],0.3748785115934651,#311165
0,infoflora:5600,Adenostyles leucophylla [TRAC],0.11107511454621188,#311165
0,infoflora:234000,Leontodon montanus [TRAC],0.13421576341000602,#311165
0,infoflora:201600,Hieracium glaucum [TRAC],0.05090942750034711,#311165
0,infoflora:449700,Viola cenisia [TRAC],0.11107511454621188,#311165
0,infoflora:372240,Saxifraga biflora [TRAC],0.06942194659138243,#311165
0,infoflora:338700,Ranunculus glacialis [TRAC],0.5785162215948535,#311165
0,infoflora:70300,Bupleurum stellatum [TRAC],0.38413477113898276,#311165
0,infoflora:75000,Campanula cenisia [TRAC],0.5507474429583006,#311165
0,swisslichens:1331,Solorina spongiosa [LICH],0.04165316795482945,#311165
0,infoflora:373100,Saxifraga exarata [TRAC],0.12958763363724718,#311165
0,infoflora:233600,Leontodon hispidus [TRAC],0.161984542046559,#311165
0,infoflora:265100,Murbeckiella pinnatifida [TRAC],0.018512519091035313,#311165
0,infoflora:326605,Primula hirsuta [TRAC],0.9811635118248716,#311165
0,infoflora:397400,Silene vulgaris [TRAC],0.11107511454621188,#311165
0,infofauna:31251,Oeneis glacialis [LEPI],0.26843152682001203,#311165
0,infoflora:372700,Saxifraga cotyledon [TRAC],0.2730596565927708,#311165
0,infoflora:47700,Artemisia umbelliformis [TRAC],0.39801916045725927,#311165
0,swisslichens:1046,Peltigera malacea [LICH],0.05553755727310594,#311165
0,swisslichens:1084,Pertusaria oculata [LICH],0.0,#311165
0,swisslichens:806,Lecidoma demissum [LICH],0.018512519091035313,#311165
0,infofauna:18284,Harpalus solitaris [COLEca],0.004628129772758828,#311165
0,nism:540,Amphidium lapponicum [BRYO],0.037025038182070626,#311165
0,nism:303,Gymnomitrion commutatum [BRYO],0.009256259545517656,#311165
0,infoflora:124700,Crepis pygmaea [TRAC],0.07867820613690008,#311165
0,infofauna:18201,Bembidion pyrenaeum [COLEca],0.009256259545517656,#311165
0,infoflora:316000,Polypodium cambricum [TRAC],0.018512519091035313,#311165
0,infoflora:372300,Saxifraga bryoides [TRAC],0.647938168186236,#311165
0,infoflora:104600,Cerastium pedunculatum [TRAC],0.1481001527282825,#311165
0,infoflora:310200,Poa laxa [TRAC],0.21289396954690612,#311165
0,vogelwarte:3770,Pyrrhocorax pyrrhocorax [AVES],3.1101032072939327,#912b81
0,infoflora:383400,Sedum anacampseros [TRAC],0.04165316795482945,#311165
0,infoflora:51600,Asplenium ×alternifolium [TRAC],0.04628129772758828,#311165
0,nism:553,Andreaea frigida [BRYO],0.004628129772758828,#311165
0,infoflora:1500,Achillea erba-rotta [TRAC],0.5600037025038183,#311165
0,infoflora:189500,Geum reptans [TRAC],0.29157217568380617,#311165
0,infoflora:374300,Saxifraga muscoides [TRAC],0.1434720229555237,#311165
0,infofauna:8262,Chilostoma zonatum [MOLL],0.0,#311165
0,infofauna:31233,Erebia pluto [LEPI],0.8886009163696951,#311165
0,nism:1142,Cynodontium gracilescens [BRYO],0.02314064886379414,#311165
0,infoflora:204700,Hieracium schmidtii [TRAC],0.009256259545517656,#311165
