,CX,CY,IMS_SWISSCOORDINATE_X,IMS_SWISSCOORDINATE_Y,GUILD,CNHA,BIOIDX,BIOIDX_TX,BIOIDX_TXG,iflor
5,486450,110750,486431,110781,5,48641107,4.0,4.206806730218687,4.206806730218687,0.2
11,486650,111150,486610,111120,5,48661111,8.0,8.227133587615686,8.227133587615686,1.0
12,486650,117150,486618,117110,5,48661171,10.0,10.362485185207138,10.362485185207138,1.2
16,486750,111050,486762,111031,5,48671110,8.0,8.227133587615686,8.227133587615686,1.0
21,486850,111150,486861,111108,5,48681111,13.0,13.681400762847058,6.840700381423529,1.4
26,486950,110850,486982,110830,5,48691108,6.0,6.454267175231373,6.454267175231373,0.4
30,486950,111150,486929,111123,5,48691111,11.0,11.454267175231372,11.454267175231372,1.2
37,487050,111050,487090,111075,5,48701110,8.0,8.227133587615686,8.227133587615686,1.0
41,487050,111150,487065,111113,5,48701111,13.0,13.681400762847058,6.840700381423529,1.4
47,487050,111650,487006,111617,5,48701116,8.0,8.227133587615686,8.227133587615686,1.0
49,487050,116950,487036,116906,5,48701169,4.0,4.181242592603569,4.181242592603569,0.2
56,487150,111050,487140,111091,5,48711110,10.0,10.454267175231372,5.227133587615686,1.2
58,487150,111150,487150,111125,5,48711111,29.0,30.13566793807843,15.067833969039215,3.4000000000000004
97,487150,111250,487197,111208,5,48711112,8.0,8.227133587615686,8.227133587615686,1.0
101,487250,110650,487296,110636,5,48721106,8.0,8.227133587615686,8.227133587615686,1.0
110,487250,110850,487283,110868,5,48721108,8.0,8.454267175231372,8.454267175231372,0.4
121,487250,111050,487258,111028,5,48721110,11.0,11.454267175231372,11.454267175231372,1.2
123,487250,111150,487222,111174,5,48721111,13.0,13.681400762847058,6.840700381423529,1.4
137,487250,111250,487230,111220,5,48721112,8.0,8.227133587615686,8.227133587615686,1.0
138,487250,113150,487244,113101,5,48721131,5.0,5.206806730218687,5.206806730218687,0.2
139,487250,117950,487245,117941,5,48721179,9.0,9.543727777810709,4.771863888905354,0.6000000000000001
170,487350,111050,487382,111005,5,48731110,11.0,11.454267175231372,11.454267175231372,1.2
181,487350,111150,487320,111135,5,48731111,13.0,13.681400762847058,6.840700381423529,1.4
190,487450,111050,487435,111064,5,48741110,13.0,13.681400762847058,6.840700381423529,1.4
201,487450,111150,487495,111167,5,48741111,8.0,8.227133587615686,8.227133587615686,1.0
204,487450,111250,487493,111290,5,48741112,8.0,8.454267175231372,8.454267175231372,0.4
211,487450,118250,487456,118280,5,48741182,4.0,4.181242592603569,4.181242592603569,0.2
212,487550,111350,487501,111302,5,48751113,6.0,6.454267175231373,6.454267175231373,0.4
223,487550,114550,487548,114504,5,48751145,4.0,4.413613460437374,4.413613460437374,0.4
226,487550,118250,487568,118262,5,48751182,4.0,4.181242592603569,4.181242592603569,0.2
231,487650,114350,487678,114383,5,48761143,13.0,14.034033651093436,7.017016825546718,1.0
251,487650,118450,487667,118402,5,48761184,4.0,4.181242592603569,4.181242592603569,0.2
256,487750,118450,487711,118421,5,48771184,4.0,4.181242592603569,4.181242592603569,0.2
274,487850,117850,487862,117894,5,48781178,6.0,6.362485185207139,6.362485185207139,0.4
278,487950,112250,487963,112208,5,48791122,13.0,13.681400762847058,6.840700381423529,1.4
294,488150,114550,488159,114587,5,48811145,12.0,12.827226920874748,6.413613460437374,0.8
298,488150,114650,488170,114652,5,48811146,16.0,17.240840381312122,8.620420190656061,1.2
306,488150,114750,488193,114726,5,48811147,14.0,15.447647111530811,7.723823555765406,1.4
318,488250,114750,488200,114766,5,48821147,18.0,19.44764711153081,9.723823555765405,1.4
325,488250,114850,488258,114865,5,48821148,25.0,27.068067302186872,13.534033651093436,1.9999999999999998
346,488350,115050,488361,115070,5,48831150,6.0,6.413613460437373,6.413613460437373,0.4
374,488650,117850,488654,117865,5,48861178,10.0,10.362485185207138,5.181242592603569,1.2
385,488750,112650,488731,112683,5,48871126,7.0,7.620420190656061,3.8102100953280305,0.6000000000000001
390,488750,117750,488710,117790,5,48871177,8.0,8.181242592603569,8.181242592603569,1.0
