,CX,CY,IMS_SWISSCOORDINATE_X,IMS_SWISSCOORDINATE_Y,GUILD,CNHA,BIOIDX,BIOIDX_TX,BIOIDX_TXG,iflor
60,486450,111650,486479,111648,3,48641116,4.0,4.227133587615686,4.227133587615686,0.2
71,486550,111150,486567,111118,3,48651111,4.0,4.454267175231373,4.454267175231373,0.4
95,486650,111150,486610,111120,3,48661111,14.0,14.908534350462745,7.454267175231372,1.5999999999999999
99,486650,111350,486603,111376,3,48661113,4.0,4.227133587615686,4.227133587615686,0.2
117,486750,111050,486762,111031,3,48671110,10.0,10.454267175231372,5.227133587615686,1.2
126,486850,111050,486861,111091,3,48681110,17.0,18.817068700925493,18.817068700925493,1.5999999999999999
135,486850,111150,486850,111100,3,48681111,8.0,8.227133587615686,8.227133587615686,1.0
148,486950,111150,486950,111140,3,48691111,18.0,18.68140076284706,9.34070038142353,2.2
213,487050,111050,487050,111050,3,48701110,19.0,20.13566793807843,5.033916984519608,1.7999999999999998
223,487050,111150,487000,111150,3,48701111,17.0,18.13566793807843,9.067833969039215,1.7999999999999998
258,487150,111050,487139,111085,3,48711110,24.0,26.044202288541175,8.681400762847058,2.6
268,487150,111150,487172,111115,3,48711111,34.0,35.817068700925496,11.9390229003085,4.000000000000001
324,487250,111150,487287,111181,3,48721111,19.0,20.13566793807843,6.7118893126928105,1.7999999999999998
378,487350,111050,487382,111005,3,48731110,16.0,17.13566793807843,8.567833969039215,1.7999999999999998
393,487350,111150,487348,111184,3,48731111,12.0,12.681400762847058,4.227133587615686,1.4
428,487450,111050,487400,111050,3,48741110,8.0,8.227133587615686,8.227133587615686,1.0
430,487450,111150,487416,111177,3,48741111,14.0,14.908534350462745,4.969511450154248,1.5999999999999999
621,487950,112250,487963,112208,3,48791122,12.0,12.681400762847058,6.340700381423529,1.4
628,487950,112350,487960,112350,3,48791123,13.0,14.240840381312124,7.120420190656062,1.2
645,488050,112250,488015,112266,3,48801122,4.0,4.413613460437374,4.413613460437374,0.4
742,488350,118450,488390,118468,3,48831184,6.0,6.543727777810709,6.543727777810709,0.6000000000000001
745,488350,118550,488338,118581,3,48831185,4.0,4.362485185207139,4.362485185207139,0.4
817,488450,118450,488467,118437,3,48841184,19.0,20.631183333432126,10.315591666716063,1.7999999999999998
831,488450,118550,488416,118576,3,48841185,19.0,20.449940740828556,10.224970370414278,1.5999999999999999
861,488550,118050,488564,118067,3,48851180,16.0,17.449940740828556,8.724970370414278,1.5999999999999999
1133,488750,117750,488737,117767,3,48871177,10.0,10.906212963017847,5.453106481508923,1.0
1140,488750,117850,488704,117845,3,48871178,12.0,12.906212963017847,6.453106481508923,1.0
1152,488750,117950,488749,117982,3,48871179,14.0,15.268698148224985,7.634349074112492,1.4
1259,488950,112950,488908,112984,3,48891129,9.0,9.827226920874748,9.827226920874748,0.8
1263,488950,113050,488980,113031,3,48891130,14.0,14.82722692087475,7.413613460437375,1.5999999999999999
1322,489050,112850,489048,112801,3,48901128,14.0,14.413613460437375,7.206806730218688,1.2
1324,489050,113050,489080,113000,3,48901130,10.0,10.413613460437375,5.206806730218688,1.2
1360,489050,117650,489056,117665,3,48901176,4.0,4.362485185207139,4.362485185207139,0.4
1364,489150,112750,489146,112763,3,48911127,4.0,4.413613460437374,4.413613460437374,0.4
1368,489150,112950,489190,112930,3,48911129,8.0,8.206806730218688,8.206806730218688,1.0
1423,489150,117350,489190,117320,3,48911173,13.0,14.087455555621416,7.043727777810708,1.2
1437,489250,112850,489250,112870,3,48921128,22.0,23.6544538417495,11.82722692087475,2.4
1468,489250,116950,489215,116945,3,48921169,4.0,4.362485185207139,4.362485185207139,0.4
1470,489250,117050,489292,117070,3,48921170,4.0,4.362485185207139,4.362485185207139,0.4
1473,489250,117150,489213,117122,3,48921171,20.0,21.812425926035697,10.906212963017849,1.9999999999999998
1485,489250,117350,489214,117315,3,48921173,4.0,4.362485185207139,4.362485185207139,0.4
1500,489350,116550,489326,116556,3,48931165,4.0,4.362485185207139,4.362485185207139,0.4
1778,490150,111450,490159,111450,3,49011114,6.0,6.227133587615686,6.227133587615686,1.0
1784,490150,112250,490118,112279,3,49011122,8.0,8.227133587615686,8.227133587615686,1.0
1819,490250,111250,490233,111263,3,49021112,16.0,17.13566793807843,5.7118893126928105,1.7999999999999998
1830,490250,111350,490265,111375,3,49021113,50.0,52.725603051388234,13.181400762847058,5.6
1854,490250,111550,490285,111599,3,49021115,24.0,24.68140076284706,12.34070038142353,3.0
1857,490250,111650,490251,111650,3,49021116,6.0,6.227133587615686,6.227133587615686,1.0
1858,490250,111750,490294,111725,3,49021117,8.0,8.227133587615686,8.227133587615686,1.0
1899,490350,111350,490387,111353,3,49031113,17.0,18.13566793807843,9.067833969039215,1.7999999999999998
1912,490350,111450,490360,111485,3,49031114,18.0,18.68140076284706,9.34070038142353,2.2
1925,490350,111550,490360,111510,3,49031115,28.0,29.13566793807843,9.71188931269281,3.4
1940,490350,111650,490345,111611,3,49031116,22.0,23.362801525694117,7.787600508564705,2.8
2015,490450,111250,490492,111290,3,49041112,8.0,8.227133587615686,8.227133587615686,1.0
2016,490450,111350,490400,111350,3,49041113,8.0,8.227133587615686,8.227133587615686,1.0
2022,490450,111450,490471,111453,3,49041114,10.0,10.454267175231372,5.227133587615686,1.2
2024,490450,111550,490400,111500,3,49041115,14.0,14.454267175231372,7.227133587615686,2.0
2030,490450,111650,490437,111650,3,49041116,24.0,24.68140076284706,12.34070038142353,3.0
